CODE,DATE,NAME.x,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust,Date2,Date3,SECTOR,NAME.y
UNGA,11-May-20,Unga Group Ltd,26.1,37,28.1,28.1,28.1,28.1,-,-,-,-,11-05-2020,2020-05-11,Manufacturing and Allied,Unga Group Ltd
UNGA,08-Nov-19,Unga Group Ltd,26.1,37,33,33,33,34,-1,2.94%,"1,900",-,08-11-2019,2019-11-08,Manufacturing and Allied,Unga Group Ltd
UNGA,25-Jun-20,Unga Group Ltd,26.1,37,29,29,29,29.45,-0.45,1.53%,"2,000",-,25-06-2020,2020-06-25,Manufacturing and Allied,Unga Group Ltd
UNGA,19-Mar-20,Unga Group Ltd,26.1,37,29,29,29,29,-,-,-,-,19-03-2020,2020-03-19,Manufacturing and Allied,Unga Group Ltd
UNGA,19-Oct-20,Unga Group Ltd,26.1,34.05,30.650000000000002,30.650000000000002,30.650000000000002,30.650000000000002,-,-,-,-,19-10-2020,2020-10-19,Manufacturing and Allied,Unga Group Ltd
UNGA,04-Feb-19,Unga Group Ltd,26.1,36.5,38.25,38.25,38.25,38.25,-,-,-,-,04-02-2019,2019-02-04,Manufacturing and Allied,Unga Group Ltd
UNGA,09-Oct-19,Unga Group Ltd,26.1,37,31.55,31.55,31.55,31.55,-,-,-,-,09-10-2019,2019-10-09,Manufacturing and Allied,Unga Group Ltd
UNGA,25-Feb-19,Unga Group Ltd,26.1,36.5,36.2,36.2,36.2,38.4,-2.2,5.73%,800,-,25-02-2019,2019-02-25,Manufacturing and Allied,Unga Group Ltd
UNGA,24-Apr-20,Unga Group Ltd,26.1,37,29,29,29,29,-,-,-,-,24-04-2020,2020-04-24,Manufacturing and Allied,Unga Group Ltd
UNGA,13-Nov-19,Unga Group Ltd,26.1,37,33,33,33,33,-,-,800,-,13-11-2019,2019-11-13,Manufacturing and Allied,Unga Group Ltd
UNGA,22-May-19,Unga Group Ltd,26.1,37,34,34,34,34.1,-0.1,0.29%,500,-,22-05-2019,2019-05-22,Manufacturing and Allied,Unga Group Ltd
UNGA,28-Feb-19,Unga Group Ltd,26.1,37,36.2,36.2,36.2,36.2,-,-,"1,200",-,28-02-2019,2019-02-28,Manufacturing and Allied,Unga Group Ltd
UNGA,26-Jun-20,Unga Group Ltd,26.1,37,29,29,29,29,-,-,-,-,26-06-2020,2020-06-26,Manufacturing and Allied,Unga Group Ltd
UNGA,27-Feb-20,Unga Group Ltd,26.1,37,31,31,31,31,-,-,-,-,27-02-2020,2020-02-27,Manufacturing and Allied,Unga Group Ltd
UNGA,07-Jan-20,Unga Group Ltd,26.1,37,32,32,32,33.8,-1.8,5.33%,100,-,07-01-2020,2020-01-07,Manufacturing and Allied,Unga Group Ltd
UNGA,17-Jan-20,Unga Group Ltd,26.1,37,32.949999999999996,35,34.65,32.5,2.15,6.62%,"2,000",-,17-01-2020,2020-01-17,Manufacturing and Allied,Unga Group Ltd
UNGA,28-Oct-19,Unga Group Ltd,26.1,36.5,33.9,33.9,33.9,33.9,-,-,-,-,28-10-2019,2019-10-28,Manufacturing and Allied,Unga Group Ltd
UNGA,03-Mar-20,Unga Group Ltd,26.1,37,31,31,31,31,-,-,-,-,03-03-2020,2020-03-03,Manufacturing and Allied,Unga Group Ltd
UNGA,30-Oct-20,Unga Group Ltd,26.1,35,30,30,30,30,-,-,-,-,30-10-2020,2020-10-30,Manufacturing and Allied,Unga Group Ltd
